RoomName,XCoord,YCoord,Path,Display
148,23.6816,7.0312,"""http://127.0.0.1:5501/campus_tour/buildings/rowley/rowley_one.html""",False
140A,73.8281,7.373,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
S3-100,6.3965,8.7402,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
140B,94.6289,8.2031,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
142,52.832,10.791,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
140,84.375,12.7441,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
146,21.3379,15.8203,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
144,30.7129,16.4551,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
140C,94.6289,17.7734,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000H,91.6992,23.3887,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000F,5.6152,22.3145,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000G,48.1445,22.998,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
174A,74.3164,29.0039,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
174B,74.3652,34.5703,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
136,92.9688,29.4434,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
134,89.9902,35.1074,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
134A,95.5078,35.0586,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
182,4.6387,31.3965,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
174,52.832,31.8359,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
176,22.3145,33.3984,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
S4-100,7.8613,39.6973,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
178,15.8203,39.6973,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
172,52.2949,39.9902,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
170,67.9688,40.8203,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
132,92.9688,41.8457,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000E,5.4199,44.8242,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
179,6.6406,49.5117,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000D,33.8379,44.9707,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000J,83.8867,49.1699,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
177,15.2344,50.3906,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
130,92.8711,50.0488,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
164,69.8242,51.2695,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
175,23.3887,52.4902,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
173,32.0312,52.5391,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
171,44.9707,52.5879,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
128,92.7734,58.4473,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
C1000C,56.4941,61.6211,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
F1005,16.6504,64.7461,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
162,69.7754,65.1367,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
126,92.7734,66.2598,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
161,42.627,68.4082,"""https://webspace.clarkson.edu/projects/KLEMP/public_html/Klemp_Website-main/campus_tour/buildings/rowley/rowley_one.html""",False
